cell_id,latitude,longitude,ward_name,zone,distance_to_yamuna_m,rain_1h_mm,rain_3h_mm,rain_24h_mm,rain_forecast_3h_mm,elevation_m,slope_percent,impervious_ratio,drain_density,drain_capacity_score,drain_blockage_risk,yamuna_level_m,flooded_before,flood_frequency,citizen_reports_count,avg_reported_depth_cm,max_flood_depth_cm,flood_risk_level
1155,28.5073,77.2843,Madanpur Khadar,South East,4461.7,14.1,38.0,80.6,42.0,222.6,2.6,0.69,0.45,0.73,0.52,204.3,0,0,2,6.2,9.1,0
1156,28.7714,77.0862,Rohini Sector 5,North West,7897.7,4.3,10.3,23.5,11.5,224.6,5.2,0.87,0.56,0.72,0.5,203.3,0,1,1,0,0,0
1157,28.5573,77.2157,Nehru Place,South,5444.9,9.2,25.1,50.9,27.3,224.8,1.2,0.8,0.39,0.65,0.57,204.0,0,1,2,2.1,1.8,0
1158,28.513,77.2888,Madanpur Khadar,South East,4644.1,15.6,46.9,85.9,56.6,216.9,1.3,0.76,0.71,0.62,0.8,204.4,0,0,0,4.0,11.6,1
1159,28.5055,77.3037,Haji Colony,South East,4593.4,1.2,4.2,11.4,4.9,222.6,2.7,0.88,0.38,0.83,0.34,203.0,0,0,3,1.5,4.5,0
1160,28.7599,77.0588,Rohini Sector 13,North West,8364.7,6.4,15.5,37.3,18.7,223.2,5.2,0.67,0.67,0.73,0.41,203.5,0,0,2,0,0.6,0
1161,28.7371,77.2219,Burari,North,5405.7,9.9,23.8,50.4,26.9,221.3,4.8,0.64,0.5,0.73,0.54,204.4,0,1,4,6.1,7.3,0
1162,28.6129,77.3019,IP Extension,East,1801.5,6.5,19.5,42.0,22.6,211.0,2.9,0.69,0.45,0.73,0.56,203.4,0,1,0,4.7,1.1,0
1163,28.5162,77.1492,Vasant Kunj,South,10609.5,4.5,15.7,41.3,18.9,221.3,1.6,0.76,0.53,0.69,0.55,203.6,0,0,1,2.5,5.7,0
1164,28.4795,77.1307,Vasant Vihar,South,9878.5,1.0,3.0,7.0,3.1,225.5,3.0,0.89,0.37,0.72,0.46,203.3,0,0,3,8.2,2.1,0
1165,28.6556,77.2247,Jama Masjid,Central,2942.6,12.3,32.3,71.2,38.1,218.0,5.1,0.66,0.65,0.7,0.62,204.2,0,0,0,0.8,11.8,0
1166,28.6257,77.0886,Tagore Garden,West,6587.4,14.1,38.8,78.1,47.3,218.1,3.9,0.86,0.41,0.61,0.52,203.9,0,1,0,0,0,0
1167,28.5232,77.2915,Jasola Vihar,South East,4424.0,4.9,13.8,29.3,14.5,217.7,5.1,0.74,0.5,0.75,0.41,203.4,0,1,0,1.0,0,0
1168,28.5418,77.2989,Jasola,South,4164.8,4.4,12.3,27.1,13.0,220.6,2.1,0.64,0.47,0.68,0.42,203.7,0,1,3,0,6.5,0
1169,28.643,77.0879,Rajouri Garden,West,6331.2,5.3,12.6,26.3,14.9,217.1,4.3,0.85,0.61,0.72,0.5,203.3,0,0,1,4.9,4.6,0
1170,28.6761,77.2284,Kamla Nagar,North,4090.5,9.3,27.9,64.8,32.2,224.3,4.2,0.75,0.7,0.66,0.69,203.8,0,1,0,0,0,0
1171,28.6783,77.1512,Paschim Puri,West,6913.0,13.8,34.9,82.4,41.9,217.3,2.8,0.83,0.46,0.6,0.58,204.4,0,0,4,11.3,17.5,1
1172,28.633,77.1383,Ramesh Nagar,West,6486.0,5.1,14.4,34.6,17.0,215.6,4.8,0.69,0.36,0.76,0.48,203.3,0,1,2,7.9,4.9,0
1173,28.655,77.2444,Seelampur,East,2533.9,13.8,33.2,61.2,36.8,210.7,4.9,0.91,0.4,0.74,0.56,203.9,0,1,0,0,3.2,0
1174,28.5599,77.1851,Saket Block B,South,5370.1,5.7,18.0,47.8,22.1,222.5,5.0,0.82,0.52,0.81,0.48,203.5,0,1,0,2.5,0,0
1175,28.5387,77.2772,Okhla Phase 2,South East,3956.8,2.6,8.9,23.8,9.7,222.7,4.8,0.55,0.44,0.76,0.33,203.1,0,1,0,0,0,0
1176,28.6389,77.3197,Anand Vihar,East,1319.3,13.6,44.5,81.1,55.2,207.0,4.3,0.77,0.47,0.65,0.68,204.0,1,4,7,17.2,24.3,0
1177,28.5396,77.2811,Jasola,South,4195.3,11.5,31.2,73.4,38.8,226.9,1.9,0.73,0.65,0.63,0.69,204.0,0,0,0,3.0,0,1
1178,28.6245,77.1657,Rajendra Place,West,5805.4,2.6,6.5,20.7,7.7,222.0,4.0,0.71,0.53,0.75,0.42,203.4,0,0,0,2.9,4.3,0
1179,28.5356,77.2747,Okhla Phase 3,South East,4067.6,6.2,15.7,37.3,16.5,217.5,4.0,0.89,0.37,0.69,0.4,203.2,0,1,0,8.5,14.8,0
1180,28.6751,77.2246,Kamla Nagar,North,4082.3,11.1,32.7,68.2,39.7,216.4,2.2,0.67,0.59,0.63,0.62,204.3,0,1,3,8.7,18.0,1
1181,28.6715,77.2328,Bara Hindu Rao,North,4733.7,0.8,2.4,7.2,2.5,220.7,2.3,0.64,0.41,0.73,0.45,203.3,0,1,3,4.2,10.2,0
1182,28.554,77.2722,New Friends Colony,South East,4163.8,10.9,28.7,67.4,34.4,223.2,5.4,0.81,0.46,0.65,0.63,204.4,0,0,1,2.4,11.2,0
1183,28.6123,77.0905,Tilak Nagar,West,6860.8,20.0,50.8,86.1,58.5,219.7,5.4,0.78,0.41,0.61,0.65,204.7,0,1,2,15.1,15.5,1
1184,28.5415,77.2158,Nehru Place,South,5577.5,11.7,31.5,58.1,35.1,226.4,2.3,0.57,0.67,0.65,0.58,204.3,0,1,1,2.8,6.7,0
1185,28.6582,77.2699,Geeta Colony,East,2785.3,10.6,27.0,61.3,29.9,208.4,4.5,0.68,0.56,0.6,0.62,203.8,1,4,2,16.5,22.0,0
1186,28.5979,77.0811,Janakpuri,West,6439.6,8.7,23.1,51.7,27.9,220.7,2.3,0.65,0.39,0.72,0.54,204.3,0,1,0,0,0.1,0
1187,28.6675,77.1375,Punjabi Bagh,West,6349.6,9.0,22.9,53.9,25.0,216.5,2.2,0.86,0.63,0.74,0.57,204.1,0,0,2,3.0,4.8,0
1188,28.7436,77.0495,Rohini Sector 14,North West,8431.6,9.2,21.9,46.3,23.0,217.8,5.4,0.58,0.69,0.76,0.56,203.4,0,0,3,7.1,1.0,0
1189,28.5294,77.033,Dwarka Sector 25,South West,9954.8,0.7,2.1,6.1,2.5,219.3,1.5,0.73,0.51,0.74,0.41,203.3,0,0,1,2.7,0,0
1190,28.5678,77.1589,Malviya Nagar,South,5529.7,5.9,17.1,38.4,21.0,227.2,2.8,0.9,0.56,0.67,0.41,203.6,0,0,2,8.0,1.8,0
1191,28.5311,77.2559,Okhla Phase 1,South East,3697.2,14.5,46.2,98.7,51.9,219.0,4.2,0.86,0.68,0.68,0.74,204.7,0,1,0,16.8,16.5,1
1192,28.5723,77.0929,Dwarka Sector 2,South West,8983.7,11.5,35.8,67.1,43.6,216.5,4.6,0.58,0.6,0.75,0.55,203.8,0,0,3,8.2,0,0
1193,28.6635,77.1341,Punjabi Bagh,West,6410.1,7.3,20.4,47.0,22.7,215.4,1.6,0.74,0.36,0.77,0.46,203.6,0,1,3,0,4.6,0
1194,28.5248,77.1081,Bijwasan,North West,9018.3,12.5,30.6,67.0,35.1,216.2,1.3,0.86,0.64,0.67,0.61,204.5,0,0,6,12.0,13.9,0
1195,28.7704,77.0522,Rohini Sector 13,North West,8390.6,4.9,13.1,31.6,15.2,218.3,1.8,0.7,0.49,0.81,0.52,203.6,0,1,0,2.0,4.6,0
1196,28.754,77.073,Rohini Sector 4,North,7388.2,18.8,45.2,93.2,54.6,215.6,3.0,0.7,0.43,0.66,0.7,204.7,0,1,7,37.1,45.7,1
1197,28.5782,77.0744,Dwarka Sector 4,South West,8943.5,5.2,12.8,27.1,13.8,216.5,2.9,0.88,0.48,0.75,0.53,203.3,0,0,1,0.6,3.5,0
1198,28.5272,77.3084,Johori Farm,South East,4212.0,15.0,51.1,94.0,60.7,223.2,2.2,0.76,0.59,0.65,0.7,204.7,0,1,3,13.9,9.9,1
1199,28.7462,77.0321,Rohini Sector 22,North West,8899.6,10.5,27.9,64.0,33.4,216.9,4.2,0.62,0.59,0.66,0.53,204.3,0,1,0,0,0,0
1200,28.6409,77.155,Kirti Nagar,West,6281.0,6.3,15.9,32.2,18.3,222.9,1.8,0.65,0.71,0.68,0.59,203.2,0,0,3,3.7,6.4,0
1201,28.5655,77.2155,Greater Kailash Part 2,South,5229.2,26.1,69.1,116.0,85.1,225.7,2.1,0.71,0.68,0.49,0.88,205.9,0,1,7,32.1,43.5,2
1202,28.7414,77.082,Rohini Sector 4,North,7195.4,15.2,37.6,76.3,46.7,219.7,1.1,0.74,0.39,0.69,0.6,203.9,0,1,0,1.3,0,0
1203,28.6837,77.0668,Nangloi,North West,8816.5,6.2,15.0,32.9,18.5,218.4,3.6,0.91,0.64,0.67,0.44,203.6,0,1,0,2.6,0,0
1204,28.6427,77.0972,Hari Nagar,North West,7197.2,12.4,32.7,61.6,35.1,216.6,2.8,0.64,0.36,0.67,0.69,204.2,0,1,1,0,0,2
1205,28.7058,77.1607,Pitampura,North West,5732.9,14.9,42.9,82.7,45.4,222.4,1.7,0.71,0.68,0.61,0.53,204.3,0,1,0,0.8,5.0,1
1206,28.6123,77.3008,Mayur Vihar Phase 3,East,1597.0,2.6,7.3,20.5,8.4,209.2,1.9,0.89,0.55,0.76,0.37,203.3,0,1,2,4.6,8.1,0
1207,28.5248,77.2784,Okhla Phase 3,South East,3809.7,10.3,30.8,75.8,38.2,217.1,2.7,0.83,0.63,0.68,0.68,204.2,0,0,2,2.3,3.8,1
1208,28.7415,77.0841,Rohini Sector 2,North,7197.2,0.9,2.1,6.7,2.2,216.8,1.3,0.76,0.44,0.77,0.45,203.4,0,1,0,3.6,0,0
1209,28.7357,77.028,Rohini Sector 21,North West,9367.8,16.5,40.6,73.9,49.0,218.2,5.1,0.65,0.7,0.63,0.63,204.4,0,1,0,0,0,1
1210,28.6962,77.2116,Roshanara Road,North,4694.5,19.9,55.4,109.2,65.0,215.2,3.6,0.83,0.41,0.53,0.65,204.5,0,1,7,32.6,35.5,2
1211,28.5134,77.3081,Noonka,South East,4766.0,17.7,48.5,98.6,55.1,222.8,3.7,0.66,0.63,0.65,0.76,204.5,0,1,2,8.8,17.7,1
1212,28.5982,77.221,South Extension Part 1,South,4920.6,1.0,3.4,8.7,4.3,227.0,2.0,0.87,0.54,0.87,0.4,203.0,0,0,1,2.8,5.3,0
1213,28.753,77.0548,Rohini Sector 16,North West,8734.2,24.9,72.6,136.4,80.8,218.3,3.0,0.86,0.57,0.58,0.78,205.2,0,0,10,43.5,72.9,2
1214,28.65,77.2295,Jama Masjid,Central,2918.6,24.1,60.4,109.1,64.7,214.6,5.3,0.92,0.46,0.68,0.7,204.5,0,1,8,14.1,50.6,1
1215,28.5825,77.0906,Dwarka Sector 1,South West,8500.9,4.1,11.0,30.5,12.4,224.4,5.4,0.58,0.56,0.68,0.51,203.6,0,0,1,3.2,0,0
1216,28.6134,77.1035,Dabri,South West,8278.1,8.3,29.4,55.7,34.0,217.1,1.9,0.84,0.42,0.66,0.53,204.1,0,0,3,3.4,3.9,0
1217,28.5194,77.0924,Kapashera,South West,9899.3,8.2,20.7,51.6,24.2,224.9,4.4,0.86,0.36,0.74,0.52,204.3,0,0,0,5.7,3.3,0
1218,28.6413,77.2138,Paharganj,Central,2600.2,12.1,30.9,66.3,33.5,216.3,2.9,0.76,0.59,0.74,0.59,203.9,0,1,0,0,0,0
1219,28.6217,77.2191,Connaught Place,Central,3225.2,22.5,63.3,124.0,70.2,214.8,3.4,0.74,0.4,0.52,0.81,204.9,0,0,15,37.6,87.1,2
1220,28.6162,77.0395,Najafgarh Extension,South West,8247.4,17.9,55.6,92.9,60.0,220.0,3.2,0.7,0.62,0.62,0.65,204.4,0,1,3,16.4,15.4,1
1221,28.5249,77.3144,Batla House,South East,4141.8,17.1,47.1,90.1,56.2,222.0,1.3,0.77,0.65,0.68,0.65,204.5,0,1,0,9.8,10.9,1
1222,28.7892,77.0271,Narela,North West,11169.4,13.8,42.1,79.1,52.0,217.2,3.5,0.85,0.39,0.65,0.66,204.3,0,0,3,14.1,11.3,1
1223,28.6395,77.21,Connaught Place,Central,3000.9,17.6,57.3,102.4,62.7,217.1,5.2,0.84,0.46,0.59,0.75,204.7,0,0,5,13.9,43.9,2
1224,28.7139,77.0921,Mangolpuri,North West,7839.3,2.0,5.1,14.4,5.9,219.2,5.0,0.8,0.62,0.75,0.47,203.3,0,0,4,3.7,0,0
1225,28.6842,77.0782,Kanjhawala,North West,8671.1,34.3,85.6,136.6,103.2,221.3,1.8,0.58,0.67,0.49,0.89,205.2,0,1,6,20.5,36.1,2
1226,28.6047,77.2283,Jangpura,South East,3750.7,2.1,7.4,18.8,9.0,218.9,5.1,0.71,0.51,0.74,0.49,203.1,0,0,0,1.6,0,0
1227,28.5505,77.0662,Dwarka Sector 8,South West,9014.0,5.1,15.6,37.0,16.6,216.8,5.1,0.58,0.64,0.72,0.57,203.2,0,1,1,4.0,7.8,0
1228,28.5408,77.298,Jasola Vihar,South East,4229.0,6.7,19.1,49.2,21.3,222.5,2.6,0.73,0.39,0.66,0.4,203.5,0,1,0,1.1,0,0
1229,28.714,77.1501,Ashok Vihar,North West,6013.0,26.1,80.8,126.4,96.3,218.3,2.4,0.64,0.53,0.56,0.88,205.5,0,0,12,37.8,56.3,2
1230,28.6398,77.1264,Naraina,West,5951.4,14.0,40.1,78.7,48.0,222.6,1.6,0.84,0.68,0.61,0.58,204.1,0,0,0,0,0,1
1231,28.5777,77.0561,Chhawla,South West,8994.0,21.8,62.1,121.2,69.3,219.2,5.0,0.73,0.56,0.53,0.85,204.5,0,1,5,22.2,45.6,2
1232,28.5681,77.0867,Dwarka Sector 5,South West,9059.7,5.4,13.7,30.4,14.8,218.1,4.4,0.77,0.62,0.81,0.43,203.3,0,0,0,0,1.1,0
1233,28.641,77.139,Shadipur,West,6438.6,11.9,29.8,68.3,32.7,220.4,1.4,0.85,0.52,0.74,0.54,204.4,0,0,0,4.7,5.2,1
1234,28.7236,77.1547,Ashok Vihar,North West,6262.9,3.2,8.1,19.2,9.3,222.2,2.9,0.84,0.58,0.8,0.3,203.2,0,1,3,8.3,8.2,0
1235,28.6791,77.2794,Shahdara,East,1924.8,2.5,6.3,17.2,7.3,206.5,4.3,0.8,0.67,0.85,0.46,203.3,0,0,4,5.3,8.7,0
1236,28.5979,77.093,Janakpuri A Block,West,6678.0,11.0,34.4,73.6,41.5,220.1,1.7,0.55,0.57,0.71,0.54,204.0,0,1,4,6.2,5.6,0
1237,28.6162,77.0739,Tagore Garden,West,6430.8,2.7,8.2,19.9,9.9,220.7,4.7,0.61,0.42,0.79,0.36,203.3,0,1,0,0.6,0,0
1238,28.6676,77.11,Raj Park,North West,6842.6,16.6,49.8,99.2,57.5,224.4,5.0,0.74,0.54,0.63,0.76,204.3,0,1,0,0,4.8,1
1239,28.5521,77.0861,Dwarka Sector 10,South West,9182.6,2.0,4.7,14.4,5.6,221.1,4.0,0.86,0.69,0.82,0.33,203.0,0,1,1,0,4.2,0
1240,28.6217,77.3078,IP Extension,East,2028.1,10.8,34.6,78.1,37.5,209.5,3.0,0.62,0.59,0.68,0.62,203.8,0,0,2,5.2,13.1,0
1241,28.5833,77.2719,Patparganj,East,2114.7,1.2,3.8,8.6,4.2,208.5,4.1,0.71,0.7,0.82,0.35,203.3,0,0,0,2.5,6.2,0
1242,28.688,77.1569,Wazirpur,North West,5849.1,1.2,3.5,9.6,3.7,217.1,4.6,0.82,0.5,0.8,0.49,203.1,0,0,4,0.1,3.5,0
1243,28.6295,77.3071,Preet Vihar,East,1830.8,1.3,4.2,12.4,4.8,208.2,2.6,0.73,0.56,0.84,0.41,203.1,0,0,0,5.5,14.6,0
1244,28.6398,77.1425,Naraina,West,6102.8,18.6,45.2,85.7,49.2,219.2,4.5,0.9,0.5,0.67,0.78,204.8,0,0,0,14.1,13.5,1
1245,28.5546,77.0768,Dwarka Sector 7,South West,9094.6,5.0,14.2,32.2,15.6,216.6,1.6,0.72,0.5,0.68,0.57,203.2,0,0,2,7.4,4.4,0
1246,28.5194,77.3109,Johori Farm,South East,3984.2,1.2,3.1,8.7,3.4,223.6,4.1,0.67,0.43,0.79,0.36,203.4,0,1,3,4.1,0,0
1247,28.5569,77.0627,Dwarka Sector 8,South West,9122.3,3.6,12.0,30.1,13.2,220.7,1.9,0.66,0.68,0.69,0.51,203.5,0,0,2,2.5,4.8,0
1248,28.6581,77.2189,Ballimaran,Central,3004.8,3.4,8.5,24.9,9.7,218.5,2.2,0.65,0.52,0.74,0.4,203.5,0,1,2,9.0,12.3,0
1249,28.6172,77.0461,Uttam Nagar,West,7278.6,1.1,3.5,8.8,3.9,222.7,3.7,0.63,0.43,0.78,0.37,203.5,0,0,2,7.1,5.4,0
1250,28.6393,77.1572,Kirti Nagar Extension,West,6128.7,4.7,15.7,38.3,18.0,218.0,1.2,0.59,0.62,0.67,0.51,203.3,0,1,4,5.4,6.4,0
1251,28.606,77.0664,Bindapur,West,6911.1,5.0,16.1,43.6,19.8,222.1,5.1,0.58,0.49,0.71,0.53,203.5,0,0,1,3.7,4.3,0
1252,28.65,77.1477,Moti Nagar,West,6315.5,23.5,80.3,138.6,90.1,219.9,3.4,0.64,0.38,0.48,0.91,205.7,0,0,13,61.2,94.7,2
1253,28.5632,77.1591,Malviya Nagar,South,5423.0,1.0,2.5,5.7,2.6,228.3,1.2,0.6,0.59,0.77,0.47,203.3,0,0,3,5.3,8.9,0
1254,28.6456,77.2427,Daryaganj,Central,3081.9,25.9,84.6,130.6,95.0,216.5,2.5,0.91,0.5,0.51,0.86,205.5,0,1,11,37.6,58.5,2
1255,28.5887,77.2742,Patparganj,East,2012.7,2.5,6.0,19.1,7.4,207.8,2.7,0.73,0.59,0.77,0.43,203.4,1,1,0,9.6,7.6,0
1256,28.6638,77.2915,Shahdara,East,1781.0,4.3,12.3,33.6,14.3,205.5,1.2,0.81,0.36,0.78,0.59,203.7,0,1,1,0.8,0,0
1257,28.5566,77.2294,Greater Kailash Part 2,South,5302.1,6.3,19.5,41.8,20.5,225.8,3.1,0.8,0.44,0.82,0.54,203.5,0,0,1,2.2,2.9,0
1258,28.6638,77.2236,Civil Lines,North,4359.3,8.8,21.5,51.4,25.4,218.1,1.5,0.75,0.7,0.73,0.51,204.0,0,0,1,0,14.8,0
1259,28.5305,77.1865,Mehrauli,South,6398.1,0.9,2.7,7.9,3.2,222.8,4.0,0.7,0.5,0.87,0.42,203.1,0,0,0,9.1,6.9,0
1260,28.6853,77.3011,Seemapuri,East,1117.9,14.7,50.8,103.3,54.9,209.9,1.9,0.62,0.48,0.6,0.79,204.7,0,1,11,16.4,48.0,2
1261,28.5736,77.0452,Dwarka Sector 21,South West,8429.9,7.2,25.3,56.7,28.1,216.4,2.0,0.89,0.59,0.75,0.54,204.5,0,0,2,5.2,2.8,0
1262,28.6197,77.0528,Uttam Nagar,West,7267.9,11.0,31.8,62.0,37.8,217.6,4.7,0.58,0.68,0.66,0.57,203.9,0,1,4,6.3,10.8,0
1263,28.5964,77.0752,Dashrath Puri,South West,8564.1,0.8,2.5,6.9,3.1,215.1,5.2,0.78,0.45,0.74,0.34,203.1,0,0,3,2.9,15.2,0
1264,28.6413,77.1544,Patel Nagar,West,5941.5,3.2,10.6,29.7,11.5,219.3,2.6,0.87,0.42,0.8,0.55,203.4,0,1,0,3.4,12.2,0
1265,28.6378,77.0986,Hari Nagar,North West,7283.0,1.1,2.9,7.5,3.1,223.1,1.5,0.6,0.66,0.82,0.43,203.4,0,0,3,1.9,0,0
1266,28.7529,77.073,Rohini Sector 4,North,7120.1,5.2,13.3,29.3,16.4,219.9,3.5,0.83,0.43,0.71,0.58,203.4,0,1,1,0,0,0
1267,28.7401,77.0651,Rohini Sector 8,North,7190.6,13.0,34.0,70.3,36.7,215.1,1.4,0.64,0.67,0.67,0.64,204.0,0,1,0,7.1,0.4,1
1268,28.735,77.0752,Rohini Sector 7,North,7178.9,11.8,35.1,83.4,40.4,219.8,1.2,0.83,0.7,0.7,0.58,204.0,0,0,1,3.9,0,0
1269,28.7584,77.0899,Rohini Sector 5,North West,7863.4,4.3,11.0,30.1,12.6,222.8,4.8,0.83,0.54,0.68,0.46,203.4,0,0,0,3.6,0.4,0
1270,28.7453,77.0836,Rohini Sector 1,North,7268.9,2.7,6.9,16.5,8.3,224.8,4.1,0.83,0.59,0.76,0.36,203.1,0,0,0,0,4.2,0
1271,28.6684,77.2671,Geeta Colony,East,2696.8,4.2,10.2,23.4,10.9,205.4,5.5,0.81,0.38,0.78,0.44,203.3,0,0,2,1.6,3.1,0
1272,28.5267,77.2706,Govindpuri,South,4718.6,4.9,13.7,34.6,16.8,229.5,1.1,0.71,0.69,0.66,0.49,203.4,0,0,0,1.3,0,0
1273,28.6787,77.3077,Seemapuri,East,1099.5,9.2,31.3,76.6,35.9,208.5,4.1,0.68,0.71,0.68,0.53,204.0,0,1,4,13.7,6.7,1
1274,28.6109,77.1884,Old Delhi,Central,3155.3,6.2,15.2,35.2,17.7,215.9,4.1,0.81,0.37,0.72,0.44,203.4,0,1,2,2.6,7.0,0
1275,28.4998,77.2532,Sangam Vihar,South,4507.0,6.2,20.9,42.7,22.3,221.5,4.1,0.74,0.6,0.79,0.49,203.5,0,0,2,0,1.3,0
1276,28.6858,77.206,Malka Ganj,North,5173.7,8.7,26.7,61.3,31.7,223.7,3.7,0.63,0.69,0.63,0.69,203.9,0,1,2,2.3,0,1
1277,28.5437,77.0811,Dwarka Sector 14,South West,9286.4,2.8,9.4,25.4,10.2,216.0,3.5,0.65,0.59,0.77,0.58,203.7,0,1,2,5.6,2.1,0
1278,28.6792,77.0646,Nangloi,North West,8906.8,3.5,9.7,23.3,11.0,219.0,5.0,0.9,0.56,0.86,0.49,203.2,0,1,0,0,0,0
1279,28.5994,77.0817,Vikaspuri,West,6851.6,6.6,17.9,42.1,21.1,218.7,4.8,0.9,0.49,0.77,0.58,203.4,0,0,2,0,10.9,0
1280,28.6261,77.3004,IP Extension,East,1977.7,16.8,56.6,109.0,60.2,211.8,3.5,0.83,0.63,0.5,0.74,204.5,0,0,6,31.1,32.5,2
1281,28.5404,77.1195,Bijwasan,North West,9385.5,3.6,9.6,21.8,10.7,220.3,3.1,0.75,0.48,0.86,0.44,203.5,0,0,3,3.7,5.1,0
1282,28.6196,77.0279,Najafgarh,West,7886.8,1.2,3.9,10.4,4.6,218.3,2.0,0.82,0.7,0.81,0.37,203.5,0,1,1,4.2,4.3,0
1283,28.7399,77.085,Rohini Sector 4,North,7023.9,18.3,65.1,121.6,72.3,224.6,1.3,0.67,0.53,0.51,0.91,205.9,0,1,11,25.9,45.2,2
1284,28.5279,77.0496,Dwarka Sector 22,South West,9342.0,0.8,1.9,6.0,2.1,219.5,4.7,0.78,0.69,0.75,0.49,203.1,0,0,2,7.6,7.6,0
1285,28.5294,77.2856,Jasola Vihar,South East,4161.6,5.2,16.7,39.7,19.3,223.9,4.9,0.65,0.63,0.79,0.43,203.4,0,1,0,6.3,15.0,0
1286,28.5413,77.2279,Alaknanda,South,5243.5,2.6,7.3,20.7,8.1,224.2,1.9,0.62,0.69,0.88,0.44,203.3,0,1,0,2.6,5.5,0
1287,28.7612,77.0844,Rohini Sector 5,North West,7888.2,5.7,15.0,30.5,17.3,224.0,1.1,0.64,0.53,0.67,0.59,203.5,0,1,0,3.8,13.5,0
1288,28.7577,77.0468,Rohini Sector 9,North,7212.6,3.0,7.5,22.4,9.2,219.8,4.6,0.56,0.45,0.82,0.3,203.2,0,1,2,4.3,0,0
1289,28.7416,77.0306,Rohini Sector 18,North West,8736.1,30.0,82.7,142.3,99.6,223.4,5.5,0.63,0.45,0.59,0.87,204.7,0,0,13,28.4,38.4,2
1290,28.5598,77.2255,Greater Kailash Part 1,South,5368.0,16.9,50.1,97.2,57.2,221.3,1.3,0.56,0.62,0.62,0.66,204.8,0,1,4,10.9,15.5,1
1291,28.5583,77.1798,Saket Block A,South,5462.9,1.3,4.1,10.9,4.7,228.4,2.1,0.58,0.63,0.8,0.31,203.1,0,1,2,0.6,1.8,0
1292,28.5694,77.0723,Dwarka Sector 7,South West,8874.5,2.9,7.8,23.8,9.2,219.8,2.4,0.71,0.42,0.75,0.37,203.3,0,0,3,2.6,7.5,0
1293,28.6476,77.2253,Chandni Chowk,Central,3076.7,16.9,53.7,95.6,57.7,216.4,3.6,0.73,0.55,0.55,0.76,204.4,0,0,6,6.1,14.1,2
1294,28.5268,77.2688,Okhla Phase 2,South East,4088.3,1.0,2.6,8.6,3.1,215.6,2.9,0.83,0.63,0.84,0.47,203.3,0,1,0,2.2,7.1,0
1295,28.5632,77.0827,Dwarka Sector 4,South West,9140.7,16.3,42.3,89.4,48.7,217.2,4.8,0.57,0.59,0.51,0.68,204.8,0,0,12,18.3,43.0,2
1296,28.6374,77.3134,Anand Vihar,East,1489.4,1.3,4.0,10.9,4.9,205.7,2.2,0.64,0.72,0.73,0.33,203.0,0,0,0,2.1,1.6,0
1297,28.6349,77.2929,Krishna Nagar,East,2347.3,13.4,47.7,101.0,59.0,208.0,4.3,0.73,0.6,0.61,0.78,204.7,0,1,9,31.2,72.4,2
1298,28.6412,77.2491,Seelampur,East,2636.9,6.6,16.7,36.5,20.2,208.8,4.1,0.75,0.7,0.77,0.46,203.5,0,1,2,3.7,3.6,0
1299,28.7121,77.1526,Ashok Vihar,North West,6166.0,12.7,30.5,60.3,33.9,221.9,4.6,0.68,0.54,0.64,0.66,204.1,0,0,4,3.5,0,1
1300,28.7345,77.0075,Rohini Sector 25,North West,9405.6,5.4,17.2,38.8,20.3,216.7,4.4,0.61,0.37,0.79,0.53,203.5,0,1,0,5.3,7.6,0
1301,28.6009,77.0702,Vikaspuri,West,7114.1,12.2,41.9,81.2,45.3,218.4,2.6,0.87,0.51,0.69,0.54,204.1,0,1,0,1.6,0,0
1302,28.79,77.0299,Bawana,North West,9681.1,1.8,5.2,13.6,6.3,222.7,2.1,0.68,0.37,0.82,0.32,203.2,0,0,0,4.3,1.5,0
1303,28.6582,77.2326,Jama Masjid,Central,2977.6,8.1,26.6,63.1,28.4,221.2,1.2,0.84,0.46,0.72,0.61,204.2,0,0,2,0.9,7.2,0
1304,28.7372,77.0715,Rithala,North West,8670.8,10.2,36.0,67.4,43.4,216.2,3.2,0.57,0.67,0.73,0.66,204.2,0,0,0,0,0,1
1305,28.7529,77.0089,Rohini Sector 25,North West,9476.3,8.6,21.6,44.3,23.0,218.8,3.3,0.81,0.63,0.77,0.55,203.5,0,0,4,2.5,6.7,0
1306,28.5578,77.1963,Safdarjung Enclave,South,5059.7,13.6,33.0,73.9,37.6,225.3,2.8,0.76,0.42,0.65,0.68,204.2,0,1,3,2.2,15.4,1
1307,28.6695,77.1497,Paschim Vihar,West,6669.0,3.9,11.4,27.2,12.0,222.5,4.5,0.92,0.6,0.76,0.48,203.7,0,0,4,7.7,3.4,0
1308,28.7301,77.0907,Mangolpuri,North West,7987.5,6.3,21.3,43.5,24.6,217.6,4.5,0.8,0.69,0.76,0.46,203.5,0,0,3,5.2,8.4,0
1309,28.7036,77.1062,Sultanpur,North West,6381.1,11.4,31.9,75.0,34.0,217.3,5.2,0.9,0.47,0.62,0.69,204.0,0,0,2,0,0,1
1310,28.7515,77.0919,Rohini Sector 1,North,7561.7,6.9,16.6,42.5,19.6,215.2,2.4,0.61,0.59,0.7,0.47,203.8,0,1,2,0,0.7,0
1311,28.6322,77.1512,Ramesh Nagar,West,6208.2,1.4,4.7,13.6,5.7,215.4,1.2,0.74,0.59,0.72,0.49,203.4,0,1,3,1.7,7.7,0
